scorer,,,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven,Steven
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,,,point1,point1,point2,point2,point3,point3,point4,point4,point5,point5,point6,point6,point7,point7,point8,point8,point9,point9,point10,point10,point11,point11,point12,point12
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,green01-train-2022-05-05-19.12.20,img0020.png,190.30101563470805,51.56286314156225,190.00988818887964,67.2683521357801,191.1743979721931,83.06795159660464,191.27070745030187,98.67493210121162,190.88327052636475,111.95509205069374,190.5921430805364,124.84781507623859,190.25286089565367,137.93315705800103,189.57429652588814,152.4741362689054,188.89573215612262,172.09992843938295,187.87223643951478,189.25268482790648,187.0993735788228,209.15215679518752,185.9938473584183,223.08178717228424
labeled-data,green01-train-2022-05-05-19.12.20,img0100.png,190.56740837919187,52.01586204077151,190.8210218855006,67.63989235509976,191.0886687207573,83.05967921074856,191.1520720973345,99.18391987322053,190.5040050026147,111.89164826130931,190.24337483183194,124.27534310203816,189.5319043605349,138.39197910377322,189.8735953719035,152.64924537262686,188.99298655496057,171.4431911195033,188.15083621313272,188.8592269833614,186.91810540027018,209.27334046703754,185.79592720944817,223.91504896971873
labeled-data,green01-train-2022-05-05-19.12.20,img0120.png,191.3743977272144,51.807527530615914,190.45667281005558,67.25519301984056,191.16372346768446,82.9813559588406,191.16372346768446,98.45933069879112,190.49418674957508,111.61268389511878,190.317424085168,123.60372631963497,190.0353242909958,137.8104508136123,189.75653390940863,152.09691593210857,188.7015826544682,170.7733018497603,188.30511807887484,189.57516484720986,187.13197848320885,209.48787446483135,185.95643006105684,223.90757713733262
labeled-data,green01-train-2022-05-05-19.12.20,img0140.png,190.49821768643199,51.22026437801833,190.55971498331888,67.08676465232497,191.41453927069597,82.83640820189672,191.0271023467588,98.56759860885239,190.76266001659548,111.37764764593274,190.37522309265825,123.7818066164599,190.3752230926583,137.45281780995617,189.72334383855764,151.93560913655875,188.42362999490496,170.69058028241227,187.96476753632555,189.51984095730637,186.9417054894019,209.62035187817355,185.4597809838986,223.30039072332607
labeled-data,green01-train-2022-05-05-19.12.20,img0630.png,190.56412706300483,50.757525265373545,190.89398375692775,66.86350080954924,191.17407256391766,82.16971856238422,191.17407256391766,98.4655063969879,190.7866356399805,111.4719865496665,190.3991987160435,123.53085216442815,190.4816628895241,137.13946547493833,189.62151820237955,151.64311877064296,188.92910852798593,170.3997386023196,187.73239354911533,189.75758613086612,186.91860242882672,209.2044166254343,185.58574997847472,222.7887536467656
labeled-data,green01-train-2022-05-05-19.12.20,img0660.png,190.35039312388375,50.4557785182385,191.26009588297757,66.7637985095916,191.14231678147928,82.15359083699039,191.0160127751205,98.04007428496385,191.14231678147928,111.38342779603926,190.62005094632275,123.89874704289434,190.6200509463227,137.03023277652892,189.69128739032544,151.41732227931027,188.92485034595768,170.4052020311728,188.0842692025122,189.67286103484787,186.89778704901363,209.76373664977154,185.60406168605988,223.29610677266754
labeled-data,green01-train-2022-05-05-19.12.20,img0760.png,191.17387913338365,51.43899404234443,191.1000447722555,67.20518465484184,191.0079452928311,82.27946833974127,190.77730965029838,98.36839407419572,190.54667400776572,111.43165877828125,189.62413143763501,124.02451963815332,189.44700135809035,137.52484383280984,188.90808355251608,151.49299364301726,188.82943153841615,170.7891389345558,187.9030768089047,190.16393624019418,186.12901936398197,210.4592651287811,184.66374682889636,223.28257360686604
